,ID,Usuario,Fecha_tweet,Texto,Latitud,Longitud,Sentimiento,Idioma
64715,1.00994e+18,ascenciovale,2018-06-21T23:29:06.000Z,Es una puta falta de respeto jugar con el tiempo de las personas.,20.941035,-89.623611,negativo,Español
65011,1.0099e+18,GmelRodriguez,2018-06-21T20:49:46.000Z,"Pésimo argentina en actitud, no le cargaría la mano a Messi de lo que pasó. Creo que hoy simplemente no vino a jugar. La selección argentina necesita algo más que una buena actuación de su mesías.",20.941035,-89.623611,negativo,Español
65058,1.0099e+18,yoemanuel88,2018-06-21T20:29:47.000Z,"Nunca vi jugar a maradona, pero si hoy messi jugo con puro de eso que dices @fantasmasuarez no se puede culpar solo a el, cuando es in juego de conjunto https://t.co/gRtVLhYFqh",21.2583735,-87.8252875,positivo,Español
65170,1.00989e+18,luiguimacias2,2018-06-21T19:53:27.000Z,Si así va a jugar ARG contra Nigeria que ni vaya.,20.941035,-89.623611,neutro,Catalán
65292,1.00988e+18,GalloHeredia,2018-06-21T19:26:28.000Z,"A mi parecer, estan metiendo a jugar a Dybala 157 minutos tarde.",20.941035,-89.623611,negativo,Español
65341,1.00988e+18,ChuCho_Cell,2018-06-21T19:11:52.000Z,@Jonnhy13 No saben jugar en equipo. Increíble.,20.941035,-89.623611,positivo,Español
65912,1.0098e+18,LuceroCabrales,2018-06-21T14:10:10.000Z,@JulioMo79277597 @lopezdoriga Te lo concedo . Pero hoy tenemos equipo ganador si juegan como en el primer tiempo contra Alemania.  Nunca los he visto jugar tan bien. Hay equipo.  Ahora a trabajar.,20.941035,-89.623611,positivo,Español
67056,1.00957e+18,Deyvidhdz17,2018-06-20T23:01:38.000Z,Ya quiero ver a mi 🇲🇽 jugar otra vez!!,21.22812,-89.6748995,positivo,Español
67291,1.00954e+18,mareliamb,2018-06-20T20:56:01.000Z,"Maestra, vamos a jugar a ser novios pero sin besarnos. Yo soy la Reina Leticia y él es el Rey Felipe.
*Menos mal aprendieron algo sobre España*",20.941035,-89.623611,positivo,Español
68357,1.00929e+18,Pati_Bv,2018-06-20T04:08:42.000Z,Soy tan buena con mis pugs que llegue a jugar un rato con ellos después de estar súper cansada,20.941035,-89.623611,positivo,Español
68758,1.00924e+18,nicoleelv,2018-06-20T00:57:14.000Z,Ya extrañaba jugar squash,20.941035,-89.623611,positivo,Somalí
68937,1.0092e+18,Deyvidhdz17,2018-06-19T22:36:39.000Z,Necesito alguien con quién jugar pubg.,21.22812,-89.6748995,positivo,Español
69375,1.00914e+18,CarlosFNarvaez,2018-06-19T18:21:55.000Z,Ahi ando como alma en pena con los boletos que compré de la primera serie de @LeonesOficial juegos 3 y 4 que NO se jugaron y en todos lados me dicen que NO se puede pagar con eso la Serie del Rey. Y para colmo de males se cayó (¿o se calló?) el sistema!🤣,20.941035,-89.623611,positivo,Español
69502,1.00912e+18,dsoria,2018-06-19T17:12:42.000Z,"@KaryCorrea mexico, bélgica y rusia .. los que mejor jugaron !",20.941035,-89.623611,positivo,Español
70043,1.00897e+18,fredmotorhead,2018-06-19T07:24:37.000Z,Muchas felicidades por este campeonato zona sur @LeonesOficial !!Gracias por jugar con garra y entrega @ChapoVizcarra4 @Valdezcacao @SirArthurC @luisfj90 @CabreraEverth @Maderodiego13 @87JJAguilar @HSosa54 @mocoro52 @Jonhy_Kst49 @jhsamayoa @Rsosa235 ⚾️🙏Gracias!!,20.941035,-89.623611,positivo,Español
70922,1.00885e+18,oskargar52,2018-06-18T23:08:48.000Z,"@betogarciaaspe8 mi capi,es necesario q,a partir del golpe de autoridad q dio mexico,tiene q jugar en el nivel del 1er tiempo,sea chico o gd",21.0388192,-89.6444117,positivo,Español
71498,1.00876e+18,AlessandraAslzr,2018-06-18T17:05:32.000Z,No se puede jugar con este tipo de cosas https://t.co/Mxx8JzJjyQ,20.941035,-89.623611,negativo,Español
71719,1.00872e+18,Noti_Fut_MX,2018-06-18T14:31:52.000Z,"Todos tenemos que aceptar cuando nos equivocamos, hoy le pido una disculpa a @JGallardo_17. Hubo un momento donde yo pensé que no tenía nada que hacer en Rusia y ayer me sorprendió, jugó un partidazo. Nunca lo había visto jugar así, espero que siga así por el bien de México.🇲🇽 https://t.co/CssbCnCLNn",20.941035,-89.623611,positivo,Español
71812,1.0087e+18,raul_rubio,2018-06-18T13:28:07.000Z,"@GabrielLlano10 No sé. Porque si Suecia pierde con Alemania, y México vence a Corea... Seguiríamos estando tres puntos arriba de ellos, con tres puntos a disputarse. Los suecos se jugarían las vida contra México en el último partido, y nosotros no e",20.941035,-89.623611,positivo,Español
71958,1.0086e+18,zuli_20,2018-06-18T06:50:36.000Z,"La Noche pinta para jugar #candycrushsaga 
Jajajajajaja 
#Chilling 
#LunesDeGanarSegidores https://t.co/69xLWqaB34",20.941035,-89.623611,positivo,Español
72047,1.00858e+18,ESPOKETY,2018-06-18T05:10:46.000Z,@MCasteleyro Llevaba meses sin jugar jajaj,20.941035,-89.623611,positivo,Estonio
72056,1.00858e+18,EsGABY1316,2018-06-18T05:01:38.000Z,Cuando llegues a la edad de 100 xD jajajajajaja valiste jugaras playmobil o megablocks @jhisar  @ZarkAcerbus https://t.co/GpWkYEC0hP,20.941035,-89.623611,positivo,Estonio
72059,1.00858e+18,EsGABY1316,2018-06-18T05:00:40.000Z,Cuando llegues a la edad de 100 xD jajajajajaja valiste jugaras playmobil o megablocks https://t.co/f1E1U6g8nw,20.941035,-89.623611,positivo,Estonio
72501,1.00852e+18,Dido_martin98,2018-06-18T01:29:28.000Z,"Aqui bien. Caliente. Con ganas. De jugar a follar duro ....quien se anima ando urgido con ganas de comer .i. 
Que se de merida 
#yuca
#meridayuc 
#gayYuca
#yucatercos https://t.co/XeEyE4ZJmb",20.9776285,-89.649865,positivo,Español
72866,1.00846e+18,LaJornadaMaya,2018-06-17T21:35:57.000Z,.@OsorioDT_ | reveló que su plan para vencer a #Alemania fue jugar con futbolistas rápidos en las bandas. Sigue leyendo aquí ⬇️https://t.co/dFgamWPHQ3,20.941035,-89.623611,positivo,Español
72870,1.00846e+18,DMarentes_001,2018-06-17T21:32:01.000Z,Porq perdió #BRA simple no jugaron ni #DuglasCosta ni #Alexandro como ganar si jugadores de la @juventusfc #Rusia2018 #BRAvSWL,20.941035,-89.623611,negativo,Español
73089,1.00843e+18,rodrosolisPDF,2018-06-17T19:31:05.000Z,@wilow4 HH está pintado para jugar en @FCBarcelona,20.941035,-89.623611,positivo,Español
73131,1.00843e+18,gbarahona88,2018-06-17T19:10:09.000Z,"Brasil se va dejar perder para quedar en segundo en su grupo y poder jugar contra mexico en octavos, le tienen miedo a los alemanes #AhuevoMexico",20.941035,-89.623611,negativo,Español
73664,1.00839e+18,IamIsrael27,2018-06-17T16:57:08.000Z,.@miseleccionmx ya ven que si dejan a Gio sin jugar pasan cosas bonitas 😍😍,20.941035,-89.623611,positivo,Español
73920,1.00839e+18,Sam_Lr7,2018-06-17T16:34:10.000Z,15 minutos más y Alemania empieza a jugar como Alemania https://t.co/gY2j0G6M9W,20.941035,-89.623611,positivo,Español
73931,1.00839e+18,mateogogui,2018-06-17T16:31:23.000Z,El anciano de Rafa Márquez sólo entrará a jugar 15 minutos. Qué ni entre a la cancha. #MexicoVsAlemania,20.941035,-89.623611,positivo,Español
73994,1.00838e+18,freshuguitoo,2018-06-17T16:18:13.000Z,"Ese “chicharito” jamás será un buen jugador para mi, sus goles son por suerte! No porque sepa jugar!",20.941035,-89.623611,positivo,Español
74021,1.00838e+18,oskargar52,2018-06-17T16:10:53.000Z,"@GarciaPosti si tenemos mejor condicion,pq no jugar igual q el 1o asi pausado, le das chance a alemania de no desgastarse",21.0388192,-89.6444117,negativo,Español
74160,1.00837e+18,Pati_Bv,2018-06-17T15:42:42.000Z,"Perdóname Osorio, tenía razón Memo Ochoa todo era fingido para jugar como hoy! #VamosMexico #AlemaniaSienteElChileMexicano #rusia2018 #WorldCupRussia",20.941035,-89.623611,positivo,Portugués
74181,1.00837e+18,IvonneFA_,2018-06-17T15:39:33.000Z,"@yosoy8a es el mejor, tenía quque jugar en el @ClubAmerica. #VamosMexico 🇲🇽🙌🏻",20.941035,-89.623611,positivo,Español
74203,1.00837e+18,Sam_Lr7,2018-06-17T15:37:55.000Z,Mexico irreconocible en este partido. Ojalá así jugaran siempre!,20.941035,-89.623611,positivo,Español
75848,1.00807e+18,YIMICORTES,2018-06-16T19:19:29.000Z,Hoy vimos jugar Argentina 🇦🇷 con Weba!!!,20.941035,-89.623611,positivo,Español
75995,1.00804e+18,cansahcabsound,2018-06-16T17:38:58.000Z,"@Elperrocholo1 Es un desmadre jugar así, pero a la verga Messi sigue siendo el mejor jugador de la historia",20.941035,-89.623611,positivo,Español
76057,1.00803e+18,LaloGraniel,2018-06-16T17:07:08.000Z,Desearía que #ARG no llegué a octavos a ver si así aprenden a jugar con garra.,21.22812,-89.6748995,neutro,Español
76317,1.008e+18,Sam_Lr7,2018-06-16T14:47:06.000Z,Argentina empieza a jugar bien en los últimos minutos del partido.,20.941035,-89.623611,positivo,Español
76951,1.00783e+18,EsGABY1316,2018-06-16T03:39:52.000Z,No sii...... llega tu prima con sus hijos derrepente y uno agarra mi movil pa jugar &gt;_&gt; ! y hace su desmadre &gt;_&gt; sin darme cuenta! https://t.co/4aWMWqtTOI,20.941035,-89.623611,positivo,Español
76974,1.00783e+18,JosePiorodrigu3,2018-06-16T03:28:42.000Z,@Rpizarrot @StefanMedina Entre todo lo bueno que te está pasando en el Monterrey solo cuando enfrentes a las Chivas y te marque El tortas perez sabrás que a todos los equipos le jugarás bien solo a las Chivas no 👎🏻,20.9232375,-90.276356,positivo,Español
77171,1.0078e+18,JavierMoguel00,2018-06-16T01:46:23.000Z,"@AIVS14 @clarence30mx Existe alguien mas necio que Caixinha? , si el lo pidió es casi seguro que va a jugar muy seguido",20.941035,-89.623611,neutro,Español
77483,1.00775e+18,edicame,2018-06-15T22:23:22.000Z,"@MarianaVDL Un hombre contra un equipo, y pamba a pique por no jugar limpio",20.941035,-89.623611,negativo,Español
78135,1.00767e+18,ViajaLaVida,2018-06-15T17:10:57.000Z,"#Valladolid es el punto perfecto para hacer base y visitar varios cenotes de la región #Yucatán. Los costos varían entre $50 a $70 pesos (USD $2,40 - $3,36). Visitamos 5, sin duda nuestro favorito fue Oxman. El agua no es tan fría y puedes jugar a ser tarzán 🤣 #México https://t.co/dVngFVwaUl",20.5812375,-88.885832,positivo,Español
78358,1.00764e+18,petercortes,2018-06-15T15:12:11.000Z,Cuando tu perrijo se pone a jugar con sus… https://t.co/OT9AkLBOKJ,21.02342319,-89.58234787,positivo,Español
78902,1.00748e+18,Deyvidhdz17,2018-06-15T04:19:48.000Z,"Lo único que me mantiene felíz ahora es jugar pubg, el mundial y los playoffs de la liga mexicana.😔",21.22812,-89.6748995,positivo,Español
79760,1.00736e+18,angelvelanda10,2018-06-14T20:25:01.000Z,"@axel_dac @JohannTello @Faitelson_ESPN Pero le mejorarían el sueldo digo si no cuál sería el beneficio de cambiar?
Claro que jugar con el mejor del mundo viste y mucho me refiero a Messi",20.843959,-89.7710925,neutro,Español
79819,1.00735e+18,AdrianVargas1,2018-06-14T20:01:32.000Z,Había olvidado lo relajante que es jugar un Yoyo en la oficina.,20.941035,-89.623611,positivo,Español
80298,1.00729e+18,oskargar52,2018-06-14T16:05:18.000Z,"@medranoazteca vs alemania,mex,necesita jugar con 2 contenciones naturales,como molina y gallito,pq si no,va a estar cañon!",21.0388192,-89.6444117,positivo,Español
82003,1.00699e+18,Mamuelox,2018-06-13T20:14:13.000Z,Ya nos merecemos jugar el quinto partido ☹️ https://t.co/YuzOXP2vjR,20.941035,-89.623611,positivo,Español
82580,1.0069e+18,Acustiknoticias,2018-06-13T14:16:38.000Z,"🌀 #ULTIMAHORA

🏆⚽ El Mundial 2026 se jugará en Canadá, México y Estados Unidos 🇨🇦🇲🇽🇺🇸. El presidente Enrique Peña Nieto de MÉXICO y Donald Trump de Estados Unidos ya se congratularon con este anuncio de la FIFA. 
#Rusia18 #FelizMiercoles #mundial #FIFA18 #FIFA18WorldCup https://t.co/Xk6bjM0oHV",20.941035,-89.623611,positivo,Español
83090,1.00676e+18,Suemynovelo,2018-06-13T04:46:58.000Z,Jugar vs Dormir,20.941035,-89.623611,positivo,Letón
84368,1.00667e+18,UlisesAlc,2018-06-12T22:50:29.000Z,Tengo ganas de jugar fútbol :(,20.941035,-89.623611,positivo,Indonesio
84962,1.00658e+18,jcmirafuentes,2018-06-12T16:58:07.000Z,"No sé si estoy en contra del #TrabajoInfantil a veces puede ser la única opción para salir adelante. La vida real no solo es jugar o estudiar, tener salud o el ambiente familiar pero #CadaQuienHablaComoLeVanEnLaFeria",20.941035,-89.623611,positivo,Español
85098,1.00656e+18,slizamas,2018-06-12T15:22:30.000Z,"@PabloHiriart @ElFinanciero_Mx Ah, Que Pablo Hiriart, no entendía porque ""Jaime sanchez Susarrey""ya no estaba en el programa con él, porque ""Jaime Sanchez Susarrey"" no se presta a estas jugarretas.",20.941035,-89.623611,neutro,Español
85445,1.00643e+18,oyeetuu,2018-06-12T06:53:21.000Z,"Pregunta seria, ¿Podré algún día jugar como está hermosa mujer? 😭😍  @samybricio https://t.co/T9zC5Jme4T",21.22812,-89.6748995,positivo,Portugués
86494,1.0063e+18,eduardoli714,2018-06-11T22:10:52.000Z,"Puta madre, ya que tengo tiempo para jugar después de no hacerlo desde semanas  se lo dan a mi hermano, que chido",20.941035,-89.623611,negativo,Español
86744,1.00626e+18,gabrielaamyuni,2018-06-11T19:27:22.000Z,Doy por inaugurada las semanas de jugar Mario Kart y ver películas todos los días,20.941035,-89.623611,positivo,Español
87138,1.00619e+18,Anyluziitha,2018-06-11T15:20:05.000Z,"Lunes con pie gordo e hinchado ☹️ #peroqueriasjugar😂 (@ CIS Corporativo de Comercio Exterior in Juan Montalvo, Yucatán) https://t.co/xIwTRdYnkY",21.28344368,-89.6752148,positivo,Español
87168,1.00619e+18,JosePiorodrigu3,2018-06-11T14:59:05.000Z,@ladiablarom Olvídate de eso vendió para sanar sus deudas y jugar con la cantera y se pone a prestas a todos de la cantera con que van a jugar,20.9232375,-90.276356,positivo,Español
87828,1.00602e+18,mateogogui,2018-06-11T03:28:09.000Z,@Ricardoreyesof @AztecaDeportes @losprota @CH14_ @miseleccionmx Disculpe pero se les envía para jugar no para festejar. Sí no quieren jugar que le den el lugar a otros que si quieran.,20.941035,-89.623611,positivo,Español
87848,1.00601e+18,mateogogui,2018-06-11T03:15:01.000Z,@GabsJones @KarliyaBongiovi @arilanderos @RodolfoLanderos @CH14_ Pues que quiere engañarnos a los Mexicanos. Se les envía para jugar no para andar de fiesta. Si no que se queden.,20.941035,-89.623611,negativo,Español
88503,1.00593e+18,mapesports,2018-06-10T22:05:39.000Z,"Hoy @LeonesOficial tiene que ir con todo para nivelar la Serie Final del Sur antes de ir a jugar a casa de los @tigresqroficial.
#ARugirLeones #SacaLaGarra #SacaElLeonQueLlevasDentro. Síguenos 6:00 pm por @Trecevision @13deportes https://t.co/WJMhSrybTp",20.941035,-89.623611,positivo,Español
88694,1.00591e+18,JoelSanchezVZ,2018-06-10T20:35:29.000Z,Mala suerte es tener que volver a jugar las 70 horas del juego porque no puedes continuar con el progreso que ya tenias en la edición estándar. Están como juegos diferentes por lo tanto los datos son individuales. 🤔 https://t.co/aixWjsDVaM,20.5812375,-88.885832,positivo,Español
89803,1.00563e+18,Pavia75,2018-06-10T02:03:33.000Z,Dale hijos de puta @LeonesOficial a jugar,20.941035,-89.623611,negativo,Español
89809,1.00563e+18,Pavia75,2018-06-10T02:00:27.000Z,"Pinches mediocres @LeonesOficial no saben ganar en casa, de nada sirve ser super líder o terminar como el mejor equipo de la @LigaMexBeis si a la hora buena no saben jugar.",20.941035,-89.623611,negativo,Español
90000,1.0056e+18,Sydchips,2018-06-10T00:04:52.000Z,"Un dia te subes al techo de una casa nomás pa jugar, y otro te subes para echarte un kiki con tus compas. 
Así es esto de crecer. Creo.",20.5580215,-88.085541,positivo,Español
90243,1.00556e+18,JosePiorodrigu3,2018-06-09T21:31:46.000Z,@Adolfo_Penaloza @estoenlinea @LGO2184 Cuando jugaron contra Haití ahora todo tiene razón si le ganamos ala Alemania,20.9232375,-90.276356,positivo,Español
90272,1.00556e+18,iPerryAguayo,2018-06-09T21:18:37.000Z,"Dirás que la cagué y que mi amor fue malo,pero no dirás las veces que vi Goku,lo que hice para no verte triste,las veces que te fui a ver jugar,las veces que me ponía bonita para ti... No explicarás la verdadera versión.",20.941035,-89.623611,negativo,Español
90402,1.00554e+18,Karlisselle,2018-06-09T19:56:55.000Z,Y ojala qe el puño de diamantes qe te ah prometido soborne tus ancias cuando sientas ganas de jugar conmigo. 🎶,21.22812,-89.6748995,positivo,Español
90458,1.00553e+18,IvonneMtzMen,2018-06-09T19:36:41.000Z,Así quieren jugar en el mundial? #QuePena 😰,20.941035,-89.623611,positivo,Español
90574,1.00552e+18,GonzaEGC,2018-06-09T18:32:31.000Z,"Al menos hoy, ¿No podía poner la alienación titular Osorio? ¿O neta jugará Gallardo en vez de Layún? Etc",20.941035,-89.623611,positivo,Español
91445,1.00529e+18,Mau_Evia98,2018-06-09T03:26:10.000Z,@erikmolina_ Pero es que tiene partido de liga :v. Dile en un momento que no tenga la obligación de jugar Fifa XD,20.941035,-89.623611,positivo,Español
92686,1.00509e+18,Marianapbr,2018-06-08T14:21:13.000Z,"La interminable lucha para levantarme para venir a jugar sudoku la primer hora, ver películas en la segunda y retirarme en la tercera porque no vino mate 🙃🗡",20.941035,-89.623611,positivo,Español
93335,1.00491e+18,Noti_Fut_MX,2018-06-08T02:32:30.000Z,"Bernabé Magaña, Víctor Zúñiga, Ían Arellano, Jahir Barraza, Juan José Miguel, José Robles, Cuahtemoc Domínguez y Juan Manuel Álvarez llegan a mis @venadosfc. He visto jugar a algunos, ¿alguien que conozca a los jugadores? Den sus conocimientos y opiniones. Es para una tarea.",20.941035,-89.623611,positivo,Español
93736,1.00486e+18,Mau_Evia98,2018-06-07T22:50:06.000Z,"@erikmolina_ Pues si los demás tienen Halo :v 
Diles que a jugar y alv. Siempre funciona",20.941035,-89.623611,neutro,Español
93887,1.00483e+18,barsanchezg,2018-06-07T21:08:19.000Z,Búsqueda Google: como jugar 6 partidos en 3 días sin que se me caiga el brazo 🤕,20.941035,-89.623611,positivo,Español
94577,1.00471e+18,Yoko_latta,2018-06-07T12:50:32.000Z,"Mis compañeras querían jugar esta lotería, pero en lugar de poner monedas, se bebían shot al cantar la carta... https://t.co/AEtTgxLjn3",20.941035,-89.623611,positivo,Español
94721,1.0046e+18,RazielRiv,2018-06-07T05:46:38.000Z,"Me causa tanto morbo sentirme deseado, neta por eso me gusta jugar con algunas personas.",20.941035,-89.623611,positivo,Español
95714,1.00444e+18,Noti_Fut_MX,2018-06-06T19:15:04.000Z,"Eduardo Tercero podría estar cerca de #Chivas, Lobos no se quiere quedar sin dinero y eso pasará si se va a jugar a Europa con el Basel. Ofrece algunos millones Chivas y la oferta está en la mesa.",20.941035,-89.623611,neutro,Español
95903,1.00441e+18,Andeivicioso,2018-06-06T17:15:14.000Z,Decir que lo vi jugar en el Azteca y decía “quien es ese chaparrito que se está llevando a todos?” Que dicha https://t.co/cEtwHHMLcw,20.941035,-89.623611,positivo,Español
96623,1.00421e+18,Suemynovelo,2018-06-06T03:52:44.000Z,Un rico baño y a dormir (en realidad primero jugaré un rato pubg) 😬,20.941035,-89.623611,positivo,Español
97631,1.00402e+18,mapesports,2018-06-05T15:39:05.000Z,"Cuando Venados volverá a tener un equipo competitivo y jugar una final? Mejor aun, cuando Venados estará certificado y podrá aspirar a disputar un ascenso? A 30 años de historia, en el campeonato 1988-1989, armaron un equipo competitivo en su torneo de estreno y jugaron la final. https://t.co/s5cZdDYGHh",20.941035,-89.623611,positivo,Español
98645,1.00378e+18,iPerryAguayo,2018-06-04T23:20:22.000Z,"Sí al principio hubieses dicho la verdad,yo no me hubiera enamorado,yo también se jugar,suerte en todo.",20.941035,-89.623611,positivo,Español
100420,1.00337e+18,Noti_Fut_MX,2018-06-03T20:26:43.000Z,"Como decía, ya está cerrado. Pronto lo harán oficial. Gudiño jugará en Chivas. https://t.co/36sM1WXuVS",20.941035,-89.623611,positivo,Español
101473,1.00307e+18,TuriParedes,2018-06-03T00:28:54.000Z,Cada ves que veo a Carlos Vela jugar piense en chocolate. #GorditoSoy,20.941035,-89.623611,positivo,Español
101632,1.00304e+18,chelocanto,2018-06-02T22:44:22.000Z,Así jugarán los @LeonesOficial el tercero del primer playoff ante @NacimosBravos Leo Heras vuelve al lineup titular luego del cuadrangular decisivo en el juego 1. Yoanner Negrín buscará su sexta victoria en postemporada en 11 aperturas con las fieras https://t.co/Vxqd4BTWND,20.941035,-89.623611,positivo,Español
101964,1.00298e+18,kaozCr,2018-06-02T18:09:18.000Z,Alguien gusta jugar PUBG?🤫,20.941035,-89.623611,positivo,Español
102559,1.00276e+18,jimenajimenezp,2018-06-02T03:35:22.000Z,Se te nota que te gusta jugar,20.941035,-89.623611,positivo,Español
102655,1.00274e+18,gianelle_cruz,2018-06-02T02:33:21.000Z,"Quiero jugar Beat Saber, por fi 😭😭😭",20.480104,-90.1530625,positivo,Español
103119,1.00265e+18,alejanndradzib,2018-06-01T20:24:48.000Z,Ojalá pueda jugar mañana,20.941035,-89.623611,positivo,Indonesio
104534,1.00236e+18,_iestefaniaa,2018-06-01T01:12:44.000Z,conecté el xbox en mi cuarto para jugar bien agustín y ya llegó mi hermano a apoderarse😒,20.941035,-89.623611,positivo,Español
105613,1.00217e+18,GonzaEGC,2018-05-31T12:36:51.000Z,"Durmiendo todo tranquilo, te despiertas y:

1. Zidane deja el Madrid después de tres Champions seguidas. ¿Qué pedo?
2. Almeyda es prácticamente ""sacado"" de Chivas, siendo de lo mejor que he tenido ese club.
3. Paolo Guerrero jugará el mundial con Perú. Esto es bueno 🙂

#Futbol",20.898839,-89.2819935,positivo,Español
105817,1.00206e+18,AleGRH,2018-05-31T05:27:55.000Z,Hoy puse a prueba mis conocimientos en beis. Al fin sirven tantas horas perdidas viendo a mi hermanito jugar,20.941035,-89.623611,positivo,Español
107335,1.00173e+18,pdeportiva,2018-05-30T07:37:17.000Z,Los Leones jugarán presionados en casa: Luis Carlos Rivera: https://t.co/PZ7W2nTCnf https://t.co/YJm5eohNwm,20.941035,-89.623611,positivo,Español
107625,1.00166e+18,alejanndradzib,2018-05-30T03:05:32.000Z,Que bien se sintió jugar básquet de nuevo,20.941035,-89.623611,positivo,Francés
107708,1.00165e+18,JACQUINOVELO,2018-05-30T02:21:32.000Z,"Las cosas como son, si no sabes jugar para que te metes😊",20.5580215,-88.085541,positivo,Español
108229,1.00155e+18,alejandro_chi1,2018-05-29T19:59:45.000Z,Ya aprendí a jugar ajedrez 🙌🏻❤️ https://t.co/NzDUhL4amm,20.941035,-89.623611,positivo,Croata
109288,1.00129e+18,majoaguilera99,2018-05-29T02:42:24.000Z,"Es parte de mi jugar fútbol y partir madres, perdón a todas contra las que juego menos a ti ok tú sabes quien eres",20.941035,-89.623611,positivo,Español
109366,1.00128e+18,jdavid353,2018-05-29T01:52:56.000Z,"Esta selección nacional de jugar asi, los alemanes les van a pegar una goliza loca!",20.941035,-89.623611,positivo,Español
109503,1.00126e+18,Deyvidhdz17,2018-05-29T00:37:40.000Z,@katstrejo Yo ni te conozco pero jugaría con vos,21.22812,-89.6748995,neutro,Español
109643,1.00124e+18,YuselmyHdez,2018-05-28T23:16:04.000Z,quiero un trabajo como recepcionista de un consultorio porque al parecer puro netflix y jugar fruit ninja es lo que hay que hacer,20.941035,-89.623611,neutro,Español
110422,1.00108e+18,ixtupita,2018-05-28T12:37:09.000Z,"Conoce el #MercaDIFto una app de educación alimentaria que contiene juegos y una Guía Municipal de Nutrición con datos sobre el consumo del agua o alimentarse familia. La App es gratuita, disponible para los sistemas operativos iOS y Android y también puede jugarse en línea https://t.co/wX6dZA2ayo",20.941035,-89.623611,neutro,Español
110445,1.00107e+18,oldrodriguez,2018-05-28T12:12:41.000Z,@Andres1812010 @harualvarez Ojalá y le d diarrea y no pueda jugar,20.941035,-89.623611,negativo,Español
110597,1.00096e+18,alekaremy,2018-05-28T04:44:53.000Z,@emilianodelonge Jajajajaja seguro es porque te gané en fut cuando salíamos a jugar vdd?👀😂,20.941035,-89.623611,positivo,Español
110761,1.00094e+18,AdrianGlory13,2018-05-28T03:09:36.000Z,Somos muy afortunados de ver jugar a Lebron.,20.941035,-89.623611,positivo,Español
111032,1.00088e+18,JA_MOLINA,2018-05-27T23:25:24.000Z,"@SergioRamos Vergüenza te debe dar tu actitud para jugar, cuando el “talento” que se supone tienes no te da acudes siempre a las marrullerías haciendo faltas y luego haciéndote a la victima, NO así NO se es grande @SergioRamos Así juegan los 🐽",20.941035,-89.623611,negativo,Español
111279,1.00082e+18,UlisesAlc,2018-05-27T19:35:55.000Z,Me hubiese ido al campo a jugar al fútbol.,20.941035,-89.623611,positivo,Español
111522,1.00077e+18,JA_MOLINA,2018-05-27T16:06:32.000Z,"@RusoZamogilny Así no se debe jugar el fútbol, te equivocas, la rudeza no debe prevalecer sobre el talento y Ramos a falta de talento usa la rudeza, te parece bien que Salah esté en riesgo de perderse el mundial por la rudeza de ramos? A ver tu opinió",20.941035,-89.623611,positivo,Español
111525,1.00077e+18,JA_MOLINA,2018-05-27T16:03:58.000Z,@Faitelson_ESPN Que cerdos para jugar fútbol,20.941035,-89.623611,positivo,Español
111527,1.00077e+18,JA_MOLINA,2018-05-27T16:02:35.000Z,@adelarosa_espn Jugar puerco tiene sus riesgos para el contrarío y ahí debe radicar una sanción contra @SergioRamos o no?,20.941035,-89.623611,positivo,Español
111541,1.00077e+18,CarlosAlfredoo,2018-05-27T15:50:44.000Z,Extraño jugar fútbol:(,20.941035,-89.623611,negativo,Sueco
111582,1.00076e+18,JA_MOLINA,2018-05-27T15:32:49.000Z,"@RaoulOrtiz_td Obvio, la manera de jugar de @SergioRamos es la misma de siempre, anteponiendo la rudeza a la falta de capacidad técnica que no tiene; ah pero qué tal si le hubiese pasado es a CR? Estarían pidiendo carcel para quien lo hiciera,,,que pen",20.941035,-89.623611,positivo,Español
112436,1.00053e+18,Sam_Lr7,2018-05-27T00:17:46.000Z,"Siempre lo he dicho, Gareth Bale es el mejor del Madrid. Si no fuese por las lesiones jugaría en Saturno!",20.941035,-89.623611,positivo,Español
113385,1.0004e+18,jesus_bonola,2018-05-26T15:53:14.000Z,"""El sábado nos reuníamos para jugar dominó y a hablar mal del que no llegaba el sábado""",20.941035,-89.623611,positivo,Español
114068,1.00019e+18,fredo_cd,2018-05-26T01:25:39.000Z,Total ni quería jugar mañana ☹️,20.941035,-89.623611,negativo,Catalán
116074,9.99764e+17,rodrosolisPDF,2018-05-24T21:28:36.000Z,"Ya salió el recambio de Araujo para el Mundial, sabe jugar línea de 5 https://t.co/Bb3d3CCmh9",20.941035,-89.623611,neutro,Español
117505,9.9944e+17,maiknifier,2018-05-24T00:00:02.000Z,Jugar con Ramona me hace perder como 800 calorías en 15 minutos,20.941035,-89.623611,negativo,Español
117985,9.99355e+17,ricardochivo,2018-05-23T18:24:03.000Z,"Hoy los Borrecords vamos a jugar futbol, el chiste se cuenta solo",20.941035,-89.623611,positivo,Español
118782,9.99137e+17,alex_aguila78,2018-05-23T03:58:11.000Z,"@Faitelson_ESPN @PatonGuzman Lo bueno no jugará ,sería una vergüenza mundial ver sus nefastas ""mañas cancheras"". ..",20.941035,-89.623611,negativo,Español
119447,9.99021e+17,AJessuus,2018-05-22T20:15:45.000Z,No me hubiera enamorado yo también se jugar....😄😏😊 https://t.co/g6rFLbPWOi,20.941035,-89.623611,positivo,Español
